min_salary,remote_allowed,formatted_experience_level,location,employee_count,industries,company
,1.0,,United States,22.0,Wellness and Fitness Services,Vidafy Global
,,Mid-Senior level,"Canton, OH",19163.0,Staffing and Recruiting,Aya Healthcare
155000.0,1.0,,United States,107179.0,"Technology, Information and Internet",Meta
24.0,,Mid-Senior level,"San Jose, CA",2256.0,Entertainment Providers,Bowlero Corporation
24.0,,Entry level,"West Plains, MO",19163.0,Staffing and Recruiting,Aya Healthcare
58300.0,,Director,"Breckenridge, CO",76267.0,Hospitality,Hyatt Hotels Corporation
,,,"Tempe, AZ",51857.0,Software Development,DoorDash
,,Mid-Senior level,"Armonk, NY",150.0,IT Services and IT Consulting,"Alliance of Professionals & Consultants, Inc. (APC)"
,,Mid-Senior level,"Washington, DC",2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,"Dallas, TX",2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,Atlanta Metropolitan Area,2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,"Orlando, FL",2250.0,Telecommunications,Cogent Communications
20000.0,,Mid-Senior level,"Pasadena, CA",2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,Atlanta Metropolitan Area,2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,"New Orleans, LA",2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,"Herndon, VA",2250.0,Telecommunications,Cogent Communications
25000.0,,Mid-Senior level,"Philadelphia, PA",2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,Atlanta Metropolitan Area,2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,"Washington, DC",2250.0,Telecommunications,Cogent Communications
,,Entry level,"Rawlins, WY",2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,"Mesa, AZ",19163.0,Staffing and Recruiting,Aya Healthcare
,,Mid-Senior level,"Mesa, AZ",19163.0,Staffing and Recruiting,Aya Healthcare
,,Mid-Senior level,"Lafayette, IN",19163.0,Staffing and Recruiting,Aya Healthcare
129470.0,1.0,Mid-Senior level,"Denver, CO",1242.0,Software Development,Fastly
52000.0,,Mid-Senior level,"Colorado Springs, CO",6824.0,Hospitals and Health Care,Stericycle
80000.0,1.0,Entry level,"Los Angeles, CA",1617.0,Legal Services,Davis Wright Tremaine LLP
82000.0,,Director,"Costa Mesa, CA",1192.0,Hospitals and Health Care,Silverado
,,Mid-Senior level,"Louisville, KY",19163.0,Staffing and Recruiting,Aya Healthcare
,,,"Alexandria, LA",352.0,Hospitals and Health Care,CHRISTUS St Frances Cabrini
,,Mid-Senior level,"Atlanta, GA",19163.0,Staffing and Recruiting,Aya Healthcare
,,Entry level,"Swiftwater, PA",85287.0,Biotechnology Research,Sanofi
,,Entry level,"San Antonio, TX",3897.0,Hospitals and Health Care,WellMed Medical Management
,,Entry level,Omaha Metropolitan Area,4906.0,Hospitals and Health Care,Nebraska Medicine
80000.0,,Mid-Senior level,"Newport Beach, CA",1468.0,Facilities Services,UDR - Opening Doors to your future
,,Entry level,"Tucson, AZ",111.0,Medical Equipment Manufacturing,Machine Solutions Inc.
,,Mid-Senior level,"Salisbury, NC",19163.0,Staffing and Recruiting,Aya Healthcare
,,Entry level,"Binghamton, NY",20242.0,Retail,Advance Auto Parts
,,Mid-Senior level,"Phoenix, AZ",10301.0,Business Consulting and Services,Turner & Townsend
,,,"Warren, MI",34829.0,Food and Beverage Manufacturing,Tyson Foods
,,Mid-Senior level,"Austin, Texas Metropolitan Area",2250.0,Telecommunications,Cogent Communications
32.96,,Entry level,"Torrance, CA",2195.0,Hospitals and Health Care,Torrance Memorial
20000.0,,Mid-Senior level,San Francisco Bay Area,2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,"Washington, DC",2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,"Overland Park, KS",2250.0,Telecommunications,Cogent Communications
,,Director,"Washington, DC",2250.0,Telecommunications,Cogent Communications
,,Entry level,"Cudahy, WI",5094.0,Chemical Manufacturing,ATI
,,Associate,"Lexington, NE",403656.0,Wellness and Fitness Services,Walmart
,,Associate,"Martinsville, VA",403656.0,Wellness and Fitness Services,Walmart
100000.0,,,"Honolulu, HI",13.0,Construction,"J. Uno & Associates, Inc."
,,Mid-Senior level,"Gainesville, FL",19163.0,Staffing and Recruiting,Aya Healthcare
,,Mid-Senior level,"Newark, NJ",180.0,Advertising Services,PulsePoint
56700.0,,Associate,"Irving, TX",126298.0,Hospitals and Health Care,Abbott
25000.0,,,"Athens, TX",23192.0,Hospitals and Health Care,CHRISTUS Health
,,,"Alexandria, LA",352.0,Hospitals and Health Care,CHRISTUS St Frances Cabrini
,,Mid-Senior level,"Midlothian, TX",18765.0,"Transportation, Logistics, Supply Chain and Storage","GXO Logistics, Inc."
,,Mid-Senior level,"Nashville, TN",11971.0,Musicians,Universal Music Group
,,Mid-Senior level,"Macon, GA",19163.0,Staffing and Recruiting,Aya Healthcare
24.39,,Associate,"Los Angeles County, CA",565.0,Non-profit Organizations,PATH 
,,Mid-Senior level,"Everett, WA",19163.0,Staffing and Recruiting,Aya Healthcare
,,Mid-Senior level,Omaha Metropolitan Area,4906.0,Hospitals and Health Care,Nebraska Medicine
,,Mid-Senior level,"Chantilly, VA",35574.0,IT Services and IT Consulting,SAIC
,,Entry level,"Miami, FL",19163.0,Staffing and Recruiting,Aya Healthcare
,,Entry level,"Sanford, NC",19163.0,Staffing and Recruiting,Aya Healthcare
,,Entry level,"San Francisco, CA",3.0,Food and Beverage Manufacturing,Job Juncture
,,Mid-Senior level,"Alturas, CA",19163.0,Staffing and Recruiting,Aya Healthcare
,,,"Kent, WA",130021.0,Retail,Starbucks
,,,"Richardson, TX",16306.0,Insurance,Health Care Service Corporation
90000.0,,,"Welch, MN",10832.0,Utilities,Xcel Energy
,,Mid-Senior level,"Cartersville, GA",19163.0,Staffing and Recruiting,Aya Healthcare
20.0,,Mid-Senior level,"Rancho Cucamonga, CA",2937.0,Banking,Banner Bank
,,Mid-Senior level,"Bridgewater, NJ",298169.0,IT Services and IT Consulting,Cognizant
,,Entry level,"Mililani Town, HI",19485.0,Retail,O'Reilly Auto Parts
,,Entry level,"Cathedral City, CA",76267.0,Hospitality,Hyatt Hotels Corporation
,,Mid-Senior level,"Chicago, IL",2250.0,Telecommunications,Cogent Communications
,,Entry level,"Addison, TX",2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,Charlotte Metro,2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,"Chicago, IL",2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,Atlanta Metropolitan Area,2250.0,Telecommunications,Cogent Communications
20000.0,,Mid-Senior level,"Santa Clara, CA",2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,"Herndon, VA",2250.0,Telecommunications,Cogent Communications
20000.0,,Mid-Senior level,"Walnut Creek, CA",2250.0,Telecommunications,Cogent Communications
,,Entry level,"Washington, DC",2250.0,Telecommunications,Cogent Communications
45073.0,,Entry level,"Orlando, FL",2250.0,Telecommunications,Cogent Communications
15.0,,Entry level,"Torrance, CA",44231.0,"Transportation, Logistics, Supply Chain and Storage",DSV - Global Transport and Logistics
129470.0,1.0,Mid-Senior level,"New York, NY",1242.0,Software Development,Fastly
129470.0,1.0,Mid-Senior level,"San Francisco, CA",1242.0,Software Development,Fastly
105000.0,,Mid-Senior level,"Orlando, FL",184.0,Medical Equipment Manufacturing,Culver Careers (CulverCareers.com)
55000.0,,,"Honolulu, HI",13.0,Construction,"J. Uno & Associates, Inc."
,,Entry level,"Indianapolis, IN",19163.0,Staffing and Recruiting,Aya Healthcare
,,Mid-Senior level,"Everett, WA",19163.0,Staffing and Recruiting,Aya Healthcare
,,,"Tyler, TX",23192.0,Hospitals and Health Care,CHRISTUS Health
,,Mid-Senior level,"Des Moines, IA",85637.0,Financial Services,Morgan Stanley
,,,"Texarkana, TX",23192.0,Hospitals and Health Care,CHRISTUS Health
152000.0,,Mid-Senior level,"Santa Clara, CA",27355.0,Computers and Electronics Manufacturing,NVIDIA
,,,"Waseca, MN",7450.0,Food and Beverage Manufacturing,Conagra Brands
,,Mid-Senior level,"Cambridge, MA",85287.0,Biotechnology Research,Sanofi
,,Entry level,"Maxton, NC",4645.0,Motor Vehicle Manufacturing,Meritor
,,Entry level,"Maxton, NC",4645.0,Motor Vehicle Manufacturing,Meritor
,,Mid-Senior level,"Phoenix, AZ",2382.0,Semiconductor Manufacturing,ASM
,,Mid-Senior level,"Everett, WA",19163.0,Staffing and Recruiting,Aya Healthcare
,,Entry level,"Eugene, OR",69180.0,Retail,Nike
65000.0,,,"Berkeley, CA",28.0,Performing Arts,Freight & Salvage
,,Entry level,"Denver, Colorado, United States",2506.0,Retail Apparel and Fashion,Tommy Bahama
112333.72,,,"Buffalo, NY",26096.0,Investment Banking,M&T Bank
65000.0,,Mid-Senior level,"Louisville, KY",6127.0,Insurance,AAA Auto Club Enterprises
,,Entry level,"Newnan, GA",19163.0,Staffing and Recruiting,Aya Healthcare
,1.0,Entry level,United States,4765.0,Information Technology & Services,Brillio
,,Entry level,"Coeur d'Alene, ID",20242.0,Retail,Advance Auto Parts
,,,"Zeeland, MI",34829.0,Food and Beverage Manufacturing,Tyson Foods
,,Mid-Senior level,"Clearwater, FL",7959.0,IT Services and IT Consulting,TD SYNNEX
22.7,,,"Brea, CA",741.0,Medical Equipment Manufacturing,Kerr Dental
,,Mid-Senior level,"Wichita, KS",19163.0,Staffing and Recruiting,Aya Healthcare
,,Mid-Senior level,"Kansas City, MO",19163.0,Staffing and Recruiting,Aya Healthcare
103000.0,,,"Sioux Falls, SD",10832.0,Utilities,Xcel Energy
,,Entry level,"Enfield, CT",1702.0,Government Administration,Driver and Vehicle Standards Agency (DVSA)
26.0,,Entry level,"Claypool, AZ",7968.0,Mining,Freeport-McMoRan
,,Mid-Senior level,"Des Moines, IA",3899.0,Hospitals and Health Care,MercyOne
196000.0,,Mid-Senior level,"Champaign, IL",27355.0,Computers and Electronics Manufacturing,NVIDIA
,,Entry level,"Washington, DC",2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,"Houston, TX",2250.0,Telecommunications,Cogent Communications
,,Entry level,"Austin, Texas Metropolitan Area",2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,"Orlando, FL",2250.0,Telecommunications,Cogent Communications
20000.0,,Mid-Senior level,"Pasadena, CA",2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,"Austin, Texas Metropolitan Area",2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,"Vienna, VA",2250.0,Telecommunications,Cogent Communications
20000.0,,Mid-Senior level,San Francisco Bay Area,2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,"Washington, DC",2250.0,Telecommunications,Cogent Communications
,,Entry level,"Oklahoma City, OK",2250.0,Telecommunications,Cogent Communications
,,Mid-Senior level,"Mesa, AZ",19163.0,Staffing and Recruiting,Aya Healthcare
,,Mid-Senior level,"New Jersey, United States",180.0,Advertising Services,PulsePoint
,,,"Auburn Hills, MI",6198.0,Manufacturing,"Volkswagen of America, Inc"
39000.0,,Associate,"Milwaukee, WI",126298.0,Hospitals and Health Care,Abbott
25.0,,Mid-Senior level,"San Diego, CA",1426.0,Education Administration Programs,Fusion Academy
,,Entry level,"Greenville, SC",19163.0,Staffing and Recruiting,Aya Healthcare
,,Mid-Senior level,"Pocatello, ID",362.0,Staffing and Recruiting,Advantis Medical Staffing
136000.0,,Entry level,"Los Angeles, CA",643.0,Spectator Sports,LA Clippers
,,,"Alexandria, LA",352.0,Hospitals and Health Care,CHRISTUS St Frances Cabrini
,,Mid-Senior level,"Arlington, TX",18765.0,"Transportation, Logistics, Supply Chain and Storage","GXO Logistics, Inc."
,,,"Alexandria, LA",352.0,Hospitals and Health Care,CHRISTUS St Frances Cabrini
268000.0,1.0,Director,"California, United States",27355.0,Computers and Electronics Manufacturing,NVIDIA
96000.0,,Mid-Senior level,"Santa Clara, CA",27355.0,Computers and Electronics Manufacturing,NVIDIA
,1.0,Mid-Senior level,"Woodstock, GA",74710.0,Hospitals and Health Care,Optum
,,Mid-Senior level,"Tifton, GA",74710.0,Hospitals and Health Care,Optum
,,Mid-Senior level,"Bridgewater, NJ",85287.0,Biotechnology Research,Sanofi
,,Mid-Senior level,"Troy, MI",4645.0,Motor Vehicle Manufacturing,Meritor
,,Entry level,"Davenport, IA",170.0,Staffing and Recruiting,"Anders Group, LLC"
,,Mid-Senior level,"Columbia, TN",19163.0,Staffing and Recruiting,Aya Healthcare
,,Entry level,"Anniston, AL",2307.0,Paper and Forest Product Manufacturing,Kronospan
,,Entry level,"Santa Monica, CA",19163.0,Staffing and Recruiting,Aya Healthcare
,,Mid-Senior level,"Newark, NJ",180.0,Advertising Services,PulsePoint
19.85,,Entry level,"Portland, ME",6127.0,Insurance,AAA Auto Club Enterprises
,,Mid-Senior level,"Atlanta, GA",47027.0,Restaurants,Inspire
,,,"Galt, CA",130021.0,Retail,Starbucks
,1.0,,"Richardson, TX",16306.0,Insurance,Health Care Service Corporation
,,Entry level,"Santa Barbara, CA",19163.0,Staffing and Recruiting,Aya Healthcare
,,,"Needham, MA",282.0,Higher Education,Franklin W. Olin College of Engineering
,1.0,Mid-Senior level,"Morgan Hill, CA",2461.0,Sporting Goods Manufacturing,Specialized Bicycle Components
,,Entry level,"Austin, TX",298169.0,IT Services and IT Consulting,Cognizant
,,Mid-Senior level,"Fremont, California, United States",19163.0,Staffing and Recruiting,Aya Healthcare
26.0,,,"Green Valley, AZ",7968.0,Mining,Freeport-McMoRan
20.5,,Mid-Senior level,"Souderton, PA",4211.0,Pharmaceutical Manufacturing,Almac Group
,,Entry level,"Flint, MI",12666.0,Retail,Harbor Freight Tools
,,Entry level,"Las Vegas, NV",1858.0,Real Estate,RPM Living
,,Entry level,Greater Jackson Area,11252.0,Utilities,Entergy
,,Mid-Senior level,"Everett, WA",19163.0,Staffing and Recruiting,Aya Healthcare
,,Entry level,"Fort Worth, TX",19163.0,Staffing and Recruiting,Aya Healthcare
,,,"Irving, TX",23192.0,Hospitals and Health Care,CHRISTUS Health
,,Mid-Senior level,"Phoenix, AZ",19163.0,Staffing and Recruiting,Aya Healthcare
216000.0,,Mid-Senior level,"Santa Clara, CA",27355.0,Computers and Electronics Manufacturing,NVIDIA
16.0,,Entry level,"Shoreline, WA",74710.0,Hospitals and Health Care,Optum
,,Mid-Senior level,Omaha Metropolitan Area,4906.0,Hospitals and Health Care,Nebraska Medicine
,,,"Jackson, TN",7450.0,Food and Beverage Manufacturing,Conagra Brands
,,Entry level,"Columbus, Ohio Metropolitan Area",556.0,Retail,Bonobos
,,Entry level,"Davenport, IA",170.0,Staffing and Recruiting,"Anders Group, LLC"
,,Mid-Senior level,"Howell, MI",500.0,Hospitals and Health Care,Trinity Health MI
,,Director,"Beaverton, OR",69180.0,Retail,Nike
,,,"Chicago, IL",7292.0,Hospitals and Health Care,Northwestern Memorial Hospital
,,Director,"San Antonio, TX",1849.0,"Appliances, Electrical, and Electronics Manufacturing",gpac
,,Mid-Senior level,"Everett, WA",19163.0,Staffing and Recruiting,Aya Healthcare
,,Entry level,"Centennial, CO",19163.0,Staffing and Recruiting,Aya Healthcare
,,Entry level,"New Orleans, LA",19163.0,Staffing and Recruiting,Aya Healthcare
86200.0,,Entry level,"Glendale, CA",6127.0,Insurance,AAA Auto Club Enterprises
,,Mid-Senior level,"Lititz, PA",4381.0,Hospitals and Health Care,Penn Medicine Lancaster General Health
,,Mid-Senior level,"Memphis, TN",19163.0,Staffing and Recruiting,Aya Healthcare
,,Mid-Senior level,"Greenbrae, CA",19163.0,Staffing and Recruiting,Aya Healthcare
5960.0,,Entry level,"Sacramento, CA",530.0,Government Administration,California Department of Housing & Community Development
,,Mid-Senior level,"Tulsa, OK",10301.0,Business Consulting and Services,Turner & Townsend
,,,"Southborough, MA",130021.0,Retail,Starbucks
60000.0,,Entry level,"Salt Lake City, UT",266.0,Software Development,Lambda
,,Entry level,"Indianapolis, IN",19163.0,Staffing and Recruiting,Aya Healthcare
,,Entry level,"Edison, NJ",20242.0,Retail,Advance Auto Parts
15.0,,Mid-Senior level,"Miami, FL",345.0,Hospitality,Hyatt Centric
,,Director,"Tempe, AZ",7963.0,Hospitality,Marriott Vacations Worldwide
65000.0,,,"Austin, TX",23727.0,Higher Education,The University of Texas at Austin
,,Entry level,"Elkhart, IN",20242.0,Retail,Advance Auto Parts
,,Entry level,"Houston, TX",6227.0,Oil and Gas,Solar Turbines
,,,"Austin, TX",23727.0,Higher Education,The University of Texas at Austin
,,Mid-Senior level,"Houston, TX",864.0,Pharmaceutical Manufacturing,Syneos Health Commercial Solutions
,,Mid-Senior level,"Cincinnati, OH",19163.0,Staffing and Recruiting,Aya Healthcare
71300.0,,Associate,"Irving, TX",126298.0,Hospitals and Health Care,Abbott
,1.0,Mid-Senior level,United States,666.0,Financial Services,ONE
26.32,,Entry level,"New York, NY",696.0,Medical Practices,Sono Bello
124416.0,1.0,,United States,310.0,Banking,TwinStar Credit Union
,,Mid-Senior level,"Columbus, Ohio Metropolitan Area",10949.0,Retail,EXPRESS
,,Entry level,"Columbus, Ohio Metropolitan Area",10949.0,Retail,EXPRESS
,,,"Wichita, KS",23627.0,Packaging and Containers Manufacturing,International Paper
,,Mid-Senior level,"Beaverton, OR",69180.0,Retail,Nike
,,Mid-Senior level,"Newark, NJ",180.0,Advertising Services,PulsePoint
,,Mid-Senior level,"Greenville, SC",291.0,Machinery Manufacturing,BW Flexible Systems
,,Mid-Senior level,"Milwaukee, WI",19163.0,Staffing and Recruiting,Aya Healthcare
50000.0,,Mid-Senior level,"Eugene, OR",1849.0,Accounting,gpac
,,Mid-Senior level,"Tulsa, OK",19163.0,Staffing and Recruiting,Aya Healthcare
,,,"Apple Valley, CA",19163.0,Staffing and Recruiting,Aya Healthcare
,,Entry level,"North Miami Beach, FL",20242.0,Retail,Advance Auto Parts
25.0,,Mid-Senior level,"Jackson, TN",19163.0,Staffing and Recruiting,Aya Healthcare
6061.0,,Mid-Senior level,"Sacramento, CA",530.0,Government Administration,California Department of Housing & Community Development
76500.0,1.0,,"Los Angeles, CA",326.0,Medical Equipment Manufacturing,Implant Direct
40.03,,,"Osseo, MN",10832.0,Utilities,Xcel Energy
52000.0,,Mid-Senior level,"Worcester, MA",344.0,Real Estate,Related Management Company
150000.0,,Mid-Senior level,"Portsmouth, NH",40694.0,Insurance,Liberty Mutual Insurance
110000.0,,Internship,"Waltham, MA",25115.0,Research Services,Dassault Systèmes
,,Entry level,"Moon, PA",20242.0,Retail,Advance Auto Parts
25.0,,Entry level,"Brea, CA",3001.0,Insurance,Mercury Insurance
,,Entry level,"Friendswood, TX",20242.0,Retail,Advance Auto Parts
,,Entry level,"Cocoa Beach, FL",19163.0,Staffing and Recruiting,Aya Healthcare
,,Mid-Senior level,"Newark, NJ",180.0,Advertising Services,PulsePoint
58300.0,,Mid-Senior level,"Breckenridge, CO",7963.0,Hospitality,Marriott Vacations Worldwide
,,Entry level,"Concord, NC",1858.0,Real Estate,RPM Living
